"2046-2069";"RSC Advances: an international journal to further the chemical sciences";"ASTRONOMIA / FÍSICA";"A2"
"1350-4487";"Radiation Measurements";"ASTRONOMIA / FÍSICA";"B4"
"1748-717X";"Radiation Oncology (Online)";"ASTRONOMIA / FÍSICA";"C"
"0969-806X";"Radiation Physics and Chemistry (1993)";"ASTRONOMIA / FÍSICA";"B3"
"0144-8420";"Radiation Protection Dosimetry";"ASTRONOMIA / FÍSICA";"B4"
"0048-6604";"Radio Science";"ASTRONOMIA / FÍSICA";"B4"
"0033-8222";"Radiocarbon";"ASTRONOMIA / FÍSICA";"B3"
"2213-2317";"Redox biology";"ASTRONOMIA / FÍSICA";"C"
"0960-1481";"Renewable Energy";"ASTRONOMIA / FÍSICA";"B1"
"0034-6748";"Review of Scientific Instruments";"ASTRONOMIA / FÍSICA";"B1"
"0129-055X";"Reviews in Mathematical Physics";"ASTRONOMIA / FÍSICA";"B3"
"1983-0823";"Revista Brasileira de Biometria";"ASTRONOMIA / FÍSICA";"C"
"1807-1929";"Revista Brasileira de Engenharia Agrícola e Ambiental (Online)";"ASTRONOMIA / FÍSICA";"C"
"1517-3151";"Revista Brasileira de Engenharia Biomédica (Impresso)";"ASTRONOMIA / FÍSICA";"C"
"1806-1117";"Revista Brasileira de Ensino de Física (Impresso)";"ASTRONOMIA / FÍSICA";"B5"
"1806-9126";"Revista Brasileira de Ensino de Física (Online)";"ASTRONOMIA / FÍSICA";"B5"
"0102-261X";"Revista Brasileira de Geofísica (Impresso)";"ASTRONOMIA / FÍSICA";"C"
"1519-1540";"Revista Brasileira de Geomorfologia";"ASTRONOMIA / FÍSICA";"C"
"0102-7786";"Revista Brasileira de Meteorologia (Impresso)";"ASTRONOMIA / FÍSICA";"C"
"1806-6690";"Revista Ciência Agronômica (UFC. Online)";"ASTRONOMIA / FÍSICA";"C"
"2238-7315";"Revista Conexão UEPG";"ASTRONOMIA / FÍSICA";"C"
"2179-6858";"Revista Ibero-Americana de Ciências Ambientais";"ASTRONOMIA / FÍSICA";"C"
"1988-4206";"Revista Iberoamericana de Polímeros (Internet)";"ASTRONOMIA / FÍSICA";"C"
"0185-1101";"Revista Mexicana de Astronomía y Astrofísica";"ASTRONOMIA / FÍSICA";"B3"
"0103-5525";"Revista Musica";"ASTRONOMIA / FÍSICA";"C"
"2238-5702";"Revista ORG & DEMO";"ASTRONOMIA / FÍSICA";"C"
"1809-3957";"Revista SODEBRAS";"ASTRONOMIA / FÍSICA";"C"
"1980-4490";"Revista Tamoios (Online)";"ASTRONOMIA / FÍSICA";"C"
"1679-5954";"Revista da ABENO";"ASTRONOMIA / FÍSICA";"C"
"1984-5154";"Revista da Biologia";"ASTRONOMIA / FÍSICA";"C"
"0080-6234";"Revista da Escola de Enfermagem da USP (Impresso)";"ASTRONOMIA / FÍSICA";"B5"
"2358-3169";"Revista do Colóquio de Arte e Pesquisa do PPGA-UFES";"ASTRONOMIA / FÍSICA";"C"
"1365-2966";"Royal Astronomical Society. Monthly Notices";"ASTRONOMIA / FÍSICA";"A2"
"1745-3933";"Royal Astronomical Society. Monthly Notices. Letters (Online)";"ASTRONOMIA / FÍSICA";"A2"
"0036-1445";"SIAM Review (Print)";"ASTRONOMIA / FÍSICA";"A2"
"0036-8075";"Science (New York, N.Y.)";"ASTRONOMIA / FÍSICA";"A1"
"2328-7950";"Science Journal of Public Health";"ASTRONOMIA / FÍSICA";"C"
"1468-6996";"Science and Technology of Advanced Materials";"ASTRONOMIA / FÍSICA";"B1"
"0048-9697";"Science of the Total Environment";"ASTRONOMIA / FÍSICA";"B2"
"1808-2793";"Scientia Plena";"ASTRONOMIA / FÍSICA";"C"
"2045-2322";"Scientific Reports";"ASTRONOMIA / FÍSICA";"A2"
"1359-6462";"Scripta Materialia";"ASTRONOMIA / FÍSICA";"B1"
"0268-1242";"Semiconductor Science and Technology (Print)";"ASTRONOMIA / FÍSICA";"B1"
"0925-4005";"Sensors and Actuators. B, Chemical";"ASTRONOMIA / FÍSICA";"A2"
"1368-4973";"Sexually Transmitted Infections (Print)";"ASTRONOMIA / FÍSICA";"B2"
"1613-6810";"Small (Weinheim. Print)";"ASTRONOMIA / FÍSICA";"A1"
"1744-683X";"Soft Matter (Print)";"ASTRONOMIA / FÍSICA";"A2"
"0361-5995";"Soil Science Society of America Journal";"ASTRONOMIA / FÍSICA";"B2"
"0927-0248";"Solar Energy Materials and Solar Cells";"ASTRONOMIA / FÍSICA";"A2"
"0038-0938";"Solar Physics";"ASTRONOMIA / FÍSICA";"A2"
"0038-1098";"Solid State Communications";"ASTRONOMIA / FÍSICA";"B1"
"1386-1425";"Spectrochimica Acta. Part A, Molecular and Biomolecular Spectroscopy (Print)";"ASTRONOMIA / FÍSICA";"B1"
"1532-2289";"Spectroscopy Letters (Online)";"ASTRONOMIA / FÍSICA";"B4"
"1436-3240";"Stochastic Environmental Research and Risk Assessment (Print)";"ASTRONOMIA / FÍSICA";"B1"
"0392-8926";"Storia della Storiografia";"ASTRONOMIA / FÍSICA";"C"
"0039-2499";"Stroke (Dallas. 1970)";"ASTRONOMIA / FÍSICA";"A2"
"0953-2048";"Superconductor Science and Technology (Print)";"ASTRONOMIA / FÍSICA";"B1"
"0941-4355";"Supportive Care in Cancer";"ASTRONOMIA / FÍSICA";"B2"
"0257-8972";"Surface & Coatings Technology";"ASTRONOMIA / FÍSICA";"B1"
"0039-6028";"Surface Science";"ASTRONOMIA / FÍSICA";"B1"
"0142-2421";"Surface and Interface Analysis (Print)";"ASTRONOMIA / FÍSICA";"B3"
"1090-3941";"Surgical Technology International";"ASTRONOMIA / FÍSICA";"C"
"0169-3298";"Surveys in Geophysics";"ASTRONOMIA / FÍSICA";"A2"
"1815-0659";"Symmetry, Integrability and Geometry: Methods and Applications";"ASTRONOMIA / FÍSICA";"B4"
"0379-6779";"Synthetic Metals";"ASTRONOMIA / FÍSICA";"B1"
"2179-8451";"Tendências em Matemática Aplicada e Computacional";"ASTRONOMIA / FÍSICA";"C"
"1679-2270";"Terrae (Campinas. Impresso)";"ASTRONOMIA / FÍSICA";"C"
"0040-4020";"Tetrahedron (Oxford. Print)";"ASTRONOMIA / FÍSICA";"B1"
"0040-4039";"Tetrahedron Letters";"ASTRONOMIA / FÍSICA";"B1"
"0003-004X";"The American Mineralogist";"ASTRONOMIA / FÍSICA";"B1"
"0003-0147";"The American Naturalist";"ASTRONOMIA / FÍSICA";"B1"
"0004-6256";"The Astronomical Journal (New York, N.Y.)";"ASTRONOMIA / FÍSICA";"A2"
"2041-8205";"The Astrophysical Journal. Letters";"ASTRONOMIA / FÍSICA";"A2"
"0067-0049";"The Astrophysical Journal. Supplement Series";"ASTRONOMIA / FÍSICA";"A1"
"1434-6028";"The European Physical Journal. B, Condensed Matter Physics (Print)";"ASTRONOMIA / FÍSICA";"B2"
"1434-6060";"The European Physical Journal. D, Atomic, Molecular and Optical Physics (Print)";"ASTRONOMIA / FÍSICA";"B2"
"1434-6079";"The European Physical Journal. D, Atomic, Molecular, Optical and Plasma Physics (Online)";"ASTRONOMIA / FÍSICA";"B2"
"1292-8941";"The European Physical Journal. E, Soft Matter (Print)";"ASTRONOMIA / FÍSICA";"B1"
"1951-6355";"The European Physical Journal. Special Topics";"ASTRONOMIA / FÍSICA";"B2"
"1951-6401";"The European Physical Journal. Special Topics (Online)";"ASTRONOMIA / FÍSICA";"B2"
"1742-464X";"The FEBS Journal (Print)";"ASTRONOMIA / FÍSICA";"B1"
"0021-9258";"The Journal of Biological Chemistry (Print)";"ASTRONOMIA / FÍSICA";"A2"
"0021-9606";"The Journal of Chemical Physics";"ASTRONOMIA / FÍSICA";"A2"
"1126-6708";"The Journal of High Energy Physics";"ASTRONOMIA / FÍSICA";"A1"
"1029-8479";"The Journal of High Energy Physics (Online)";"ASTRONOMIA / FÍSICA";"A1"
"1089-5639";"The Journal of Physical Chemistry. A";"ASTRONOMIA / FÍSICA";"A2"
"0001-4966";"The Journal of the Acoustical Society of America";"ASTRONOMIA / FÍSICA";"B2"
"0722-6691";"The Messenger";"ASTRONOMIA / FÍSICA";"C"
"1874-2823";"The Open Atmospheric Science Journal";"ASTRONOMIA / FÍSICA";"C"
"1537-744X";"The Scientific World Journal";"ASTRONOMIA / FÍSICA";"C"
"1432-881X";"Theoretical Chemistry Accounts (Print)";"ASTRONOMIA / FÍSICA";"B1"
"1431-7613";"Theory in Biosciences";"ASTRONOMIA / FÍSICA";"B4"
"0040-6031";"Thermochimica Acta (Print)";"ASTRONOMIA / FÍSICA";"B1"
"0040-6090";"Thin Solid Films";"ASTRONOMIA / FÍSICA";"B2"
"0041-008X";"Toxicology and Applied Pharmacology";"ASTRONOMIA / FÍSICA";"B1"
"0340-4285";"Transition Metal Chemistry (Weinheim)";"ASTRONOMIA / FÍSICA";"B3"
"0301-679X";"Tribology International";"ASTRONOMIA / FÍSICA";"B1"
"0041-624X";"Ultrasonics (Guildford)";"ASTRONOMIA / FÍSICA";"B2"
"0042-207X";"Vacuum (Oxford)";"ASTRONOMIA / FÍSICA";"B3"
"0924-2031";"Vibrational Spectroscopy (Print)";"ASTRONOMIA / FÍSICA";"B2"
"1466-6529";"Widening Participation and Lifelong Learning";"ASTRONOMIA / FÍSICA";"C"
"1949-8454";"World Journal of Biological Chemistry";"ASTRONOMIA / FÍSICA";"C"
"0049-8246";"X-Ray Spectrometry";"ASTRONOMIA / FÍSICA";"B3"
"0101-7004";"Águas Subterrâneas (São Paulo)";"ASTRONOMIA / FÍSICA";"C"
"2041-2851";"AOB Plants";"BIODIVERSIDADE";"B1"
"1424-6376";"ARKIVOC";"BIODIVERSIDADE";"B3"
"0922-9280";"Abstract Book (Groningen)";"BIODIVERSIDADE";"C"
"1631-0691";"Academie des Sciences. Comptes Rendus. Biologies";"BIODIVERSIDADE";"B1"
"0044-586X";"Acarologia (La Varenne-sur-Seine)";"BIODIVERSIDADE";"B3"
"0044-5967";"Acta Amazonica (Impresso)";"BIODIVERSIDADE";"B3"
"0120-548X";"Acta Biologica Colombiana";"BIODIVERSIDADE";"B4"
"0301-2123";"Acta Biológica Paranaense";"BIODIVERSIDADE";"C"
"1742-7061";"Acta Biomaterialia";"BIODIVERSIDADE";"B1"
"0102-306";"Acta Botanica Brasilica";"BIODIVERSIDADE";"B2"
"1677-941X";"Acta Botanica Brasilica";"BIODIVERSIDADE";"B2"
"0102-3306";"Acta Botanica Brasílica (Impresso)";"BIODIVERSIDADE";"B2"
"0365-0588";"Acta Botanica Croatica";"BIODIVERSIDADE";"B3"
"0583-6050";"Acta Carsologica";"BIODIVERSIDADE";"B3"
"1508-1109";"Acta Chiropterologica";"BIODIVERSIDADE";"B2"
"1678-2674";"Acta Cirúrgica Brasileira (Online)";"BIODIVERSIDADE";"B5"
"0970-2881";"Acta Ecologica (Kota)";"BIODIVERSIDADE";"C"
"1437-9546";"Acta Ethologica (Internet)";"BIODIVERSIDADE";"B2"
"0873-9749";"Acta Ethologica (Print)";"BIODIVERSIDADE";"B2"
"0326-2383";"Acta Farmacéutica Bonaerense";"BIODIVERSIDADE";"B5"
"1826-0373";"Acta Herpetologica";"BIODIVERSIDADE";"B2"
"0065-1281";"Acta Histochemica (Print)";"BIODIVERSIDADE";"B3"
"0567-7572";"Acta Horticulturae";"BIODIVERSIDADE";"B2"
"0137-1592";"Acta Ichthyologica et Piscatoria";"BIODIVERSIDADE";"B2"
"2179-975X";"Acta Limnologica Brasiliensia (Online)";"BIODIVERSIDADE";"B5"
"0102-6712";"Acta Limnológica Brasiliensia";"BIODIVERSIDADE";"B5"
"1146-609X";"Acta Oecologica (Montrouge)";"BIODIVERSIDADE";"B1"
"0567-7920";"Acta Palaeontologica Polonica";"BIODIVERSIDADE";"B2"
"1230-2821";"Acta Parasitologica";"BIODIVERSIDADE";"B2"
"0137-5881";"Acta Physiologiae Plantarum";"BIODIVERSIDADE";"B1"
"0065-1583";"Acta Protozoologica (Druk)";"BIODIVERSIDADE";"B3"
"1517-4492";"Acta Scientiae (ULBRA)";"BIODIVERSIDADE";"C"
"2317-8957";"Acta Scientiae et Technicae";"BIODIVERSIDADE";"C"
"1679-9275";"Acta Scientiarum. Agronomy (Impresso)";"BIODIVERSIDADE";"B3"
"1807-8621";"Acta Scientiarum. Agronomy (Online)";"BIODIVERSIDADE";"B3"
"1807-8672";"Acta Scientiarum. Animal Sciences";"BIODIVERSIDADE";"B4"
"1679-9283";"Acta Scientiarum. Biological Sciences (Impresso)";"BIODIVERSIDADE";"B3"
"1807-863X";"Acta Scientiarum. Biological Sciences (Online)";"BIODIVERSIDADE";"B3"
"1679-9291";"Acta Scientiarum. Health Sciences (Impresso)";"BIODIVERSIDADE";"B5"
"1806-2563";"Acta Scientiarum. Technology (Impresso)";"BIODIVERSIDADE";"B4"
"1807-8664";"Acta Scientiarum. Technology (Online)";"BIODIVERSIDADE";"B4"
"0001-7051";"Acta Theriologica";"BIODIVERSIDADE";"B1"
"0327-9286";"Acta Toxicológica Argentina";"BIODIVERSIDADE";"C"
"0001-706X";"Acta Tropica";"BIODIVERSIDADE";"B1"
"0001-7272";"Acta Zoologica (Stockholm)";"BIODIVERSIDADE";"B1"
"1463-6395";"Acta Zoologica Online";"BIODIVERSIDADE";"B1"
"0065-1737";"Acta Zoológica Mexicana";"BIODIVERSIDADE";"C"
"0374-1036";"Acta entomologica Musei Nationalis Pragae";"BIODIVERSIDADE";"B2"
"2253-9727";"Actas Iberoamericanas de Conservacion Animal";"BIODIVERSIDADE";"C"
"1615-4150";"Advanced Synthesis & Catalysis (Print)";"BIODIVERSIDADE";"B1"
"2156-8502";"Advances in Bioscience and Biotechnology";"BIODIVERSIDADE";"C"
"0065-2881";"Advances in Marine Biology";"BIODIVERSIDADE";"A1"
"1687-9309";"Advances in Meteorology";"BIODIVERSIDADE";"B2"
"2165-3402";"Advances in Microbiology";"BIODIVERSIDADE";"C"
"2162-2183";"Advances in biological chemistry.";"BIODIVERSIDADE";"C"
"1021-3589";"African Entomology";"BIODIVERSIDADE";"B2"
"1681-5556";"African Invertebrates";"BIODIVERSIDADE";"B3"
"1991-637X";"African Journal of Agricultural Research";"BIODIVERSIDADE";"B3"
"1684-5315";"African Journal of Biotechnology";"BIODIVERSIDADE";"B1"
"1996-0808";"African Journal of Microbiology Research";"BIODIVERSIDADE";"B3"
"1996-0816";"African Journal of Pharmacy and Pharmacology";"BIODIVERSIDADE";"B5"
"1996-0824";"African Journal of Plant Science";"BIODIVERSIDADE";"C"
"1984-2538";"Agrarian (Dourados. Online)";"BIODIVERSIDADE";"C"
"0167-8809";"Agriculture, Ecosystems & Environment (Print)";"BIODIVERSIDADE";"A2"
"1166-7699";"Agricultures (Montrouge) / Cahiers d'Études et de Recherches Francophones";"BIODIVERSIDADE";"B3"
"1982-8470";"Agro@mbiente On-line";"BIODIVERSIDADE";"C"
"1572-9680";"Agroforestry Systems";"BIODIVERSIDADE";"B1"
"0167-4366";"Agroforestry Systems (Print)";"BIODIVERSIDADE";"B1"
"0100-7467";"Agropecuária Técnica (UFPB)";"BIODIVERSIDADE";"C"
"2182-4401";"Agrotec";"BIODIVERSIDADE";"C"
"0103-3816";"Agrotrópica (Itabuna)";"BIODIVERSIDADE";"C"
"1981-0997";"Agrária (Recife. Online)";"BIODIVERSIDADE";"C"
"0103-4944";"Albertoa (Rio de Janeiro)";"BIODIVERSIDADE";"C"
"0311-5518";"Alcheringa (Sydney)";"BIODIVERSIDADE";"B2"
"1864-1318";"Algological Studies (2007)";"BIODIVERSIDADE";"C"
"0971-4693";"Allelopathy Journal";"BIODIVERSIDADE";"B2"
"0301-0546";"Allergologia et Immunopathologia (Ed. impresa)";"BIODIVERSIDADE";"B3"
"2176-0675";"Amazônica: Revista de Antropologia (Online)";"BIODIVERSIDADE";"C"
"1809-4422";"Ambiente & Sociedade (Online)";"BIODIVERSIDADE";"B4"
"1414-753X";"Ambiente e Sociedade (Campinas)";"BIODIVERSIDADE";"B4"
"0044-7447";"Ambio (Oslo)";"BIODIVERSIDADE";"B1"
"2175-9405";"Ambiência (Online)";"BIODIVERSIDADE";"C"
"1808-0251";"Ambiência (UNICENTRO)";"BIODIVERSIDADE";"C"
"1851-8044";"Ameghiniana";"BIODIVERSIDADE";"B2"
"0002-8444";"American Fern Journal";"BIODIVERSIDADE";"B2"
"2334-2331";"American International Journal of Biology";"BIODIVERSIDADE";"C"
"2156-8251";"American Journal of Analytical Chemistry";"BIODIVERSIDADE";"C"
"0002-9122";"American Journal of Botany";"BIODIVERSIDADE";"A2"
"1537-2197";"American Journal of Botany (eletronic version)";"BIODIVERSIDADE";"A2"
"1042-0533";"American Journal of Human Biology";"BIODIVERSIDADE";"B1"
"1557-4962";"American Journal of Pharmacology and Toxicology";"BIODIVERSIDADE";"C"
"0002-9483";"American Journal of Physical Anthropology";"BIODIVERSIDADE";"B1"
"2158-2742";"American Journal of Plant Sciences";"BIODIVERSIDADE";"C"
"2158-2750";"American Journal of Plant Sciences";"BIODIVERSIDADE";"C"
"0275-2565";"American Journal of Primatology (Print)";"BIODIVERSIDADE";"A2"
"0740-2783";"American Malacological Bulletin";"BIODIVERSIDADE";"B2"
"0003-0082";"American Museum Novitates";"BIODIVERSIDADE";"A2"
"0939-4451";"Amino Acids (Wien. Print)";"BIODIVERSIDADE";"B1"
"0173-5373";"Amphibia-Reptilia";"BIODIVERSIDADE";"B1"
"1083-446X";"Amphibian & Reptile Conservation";"BIODIVERSIDADE";"C"
"0001-3765";"Anais da Academia Brasileira de Ciências (Impresso)";"BIODIVERSIDADE";"B2"
"1678-2690";"Anais da Academia Brasileira de Ciências (Online)";"BIODIVERSIDADE";"B2"
"1677-3055";"Analytica (São Paulo)";"BIODIVERSIDADE";"C"
"0003-2700";"Analytical Chemistry (Washington)";"BIODIVERSIDADE";"B1"
"1759-9660";"Analytical Methods (Print)";"BIODIVERSIDADE";"C"
"0910-6340";"Analytical Sciences";"BIODIVERSIDADE";"B2"
"1618-2642";"Analytical and Bioanalytical Chemistry (Print)";"BIODIVERSIDADE";"A2"
"0340-2096";"Anatomia, Histologia, Embryologia";"BIODIVERSIDADE";"B3"
"0003-3472";"Animal Behaviour";"BIODIVERSIDADE";"A1"
"1570-7555";"Animal Biology (Print)";"BIODIVERSIDADE";"B2"
"1806-9614";"Animal Reproduction";"BIODIVERSIDADE";"C"
"0378-4320";"Animal Reproduction Science (Print)";"BIODIVERSIDADE";"B2"
"0962-7286";"Animal Welfare";"BIODIVERSIDADE";"B1"
"0003-4088";"Annales de Limnologie";"BIODIVERSIDADE";"B2"
"2100-000X";"Annales de Limnologie (Online)";"BIODIVERSIDADE";"B2"
"0753-3969";"Annales de Paléontologie (1982)";"BIODIVERSIDADE";"B3"
"0037-9271";"Annales de la Société Entomologique de France";"BIODIVERSIDADE";"B2"
"0003-4746";"Annals of Applied Biology";"BIODIVERSIDADE";"B1"
"0305-7364";"Annals of Botany (Print)";"BIODIVERSIDADE";"A1"
"2161-5012";"Annals of Management Science";"BIODIVERSIDADE";"C"
"0013-8746";"Annals of the Entomological Society of America";"BIODIVERSIDADE";"B1"
"0026-6493";"Annals of the Missouri Botanical Garden";"BIODIVERSIDADE";"B1"
"0954-1020";"Antarctic Science (Print)";"BIODIVERSIDADE";"B2"
"0159-5431";"Anthropology News";"BIODIVERSIDADE";"C"
"1559-9167";"Anthropology and Humanism";"BIODIVERSIDADE";"B5"
"0066-4804";"Antimicrobial Agents and Chemotherapy (Print)";"BIODIVERSIDADE";"B1"
"2076-3921";"Antioxidants";"BIODIVERSIDADE";"C"
"1572-9699";"Antonie Van Leeuwenhoek (Dordrecht. Online)";"BIODIVERSIDADE";"B2"
"0003-6072";"Antonie van Leeuwenhoek (Gedrukt)";"BIODIVERSIDADE";"B2"
"1982-3908";"Anuário do Instituto de Geociências (Online)";"BIODIVERSIDADE";"B5"
"0101-9759";"Anuário do Instituto de Geociências (UFRJ. Impresso)";"BIODIVERSIDADE";"B5"
"0044-8435";"Apidologie (Celle)";"BIODIVERSIDADE";"A2"
"0168-1591";"Applied Animal Behaviour Science (Print)";"BIODIVERSIDADE";"B1"
"0273-2289";"Applied Biochemistry and Biotechnology";"BIODIVERSIDADE";"B3"
"1785-0037";"Applied Ecology and Environmental Research";"BIODIVERSIDADE";"B3"
"1589-1623";"Applied Ecology and Environmental Research (Print)";"BIODIVERSIDADE";"B3"
"0143-6228";"Applied Geography (Sevenoaks)";"BIODIVERSIDADE";"B2"
"2152-7385";"Applied Mathematics";"BIODIVERSIDADE";"C"
"2152-7393";"Applied Mathematics";"BIODIVERSIDADE";"C"
"1687-1200";"Applied Mathematics Research Express (Print)";"BIODIVERSIDADE";"B5"
"0175-7598";"Applied Microbiology and Biotechnology";"BIODIVERSIDADE";"A2"
"0929-1393";"Applied Soil Ecology (Print)";"BIODIVERSIDADE";"B1"
"1402-2001";"Applied Vegetation Science";"BIODIVERSIDADE";"A2"
"1654-109X";"Applied Vegetation Science (Online)";"BIODIVERSIDADE";"A2"
"0099-2240";"Applied and Environmental Microbiology (Print)";"BIODIVERSIDADE";"A2"
"0044-8486";"Aquaculture (Amsterdam)";"BIODIVERSIDADE";"A2"
"1365-7305";"Aquaculture Economics & Management (Print)";"BIODIVERSIDADE";"C"
"0967-6120";"Aquaculture International";"BIODIVERSIDADE";"B2"
"1365-2095";"Aquaculture Nutrition (Online)";"BIODIVERSIDADE";"A2"
"1365-2109";"Aquaculture Research (Online)";"BIODIVERSIDADE";"B1"
"1355-557X";"Aquaculture Research (Print)";"BIODIVERSIDADE";"B1"
"1864-7790";"Aquatic Biology (Internet)";"BIODIVERSIDADE";"B2"
"1864-7782";"Aquatic Biology (Print)";"BIODIVERSIDADE";"B2"
"0304-3770";"Aquatic Botany";"BIODIVERSIDADE";"B1"
"1099-0755";"Aquatic Conservation (Online)";"BIODIVERSIDADE";"B1"
"1818-5487";"Aquatic Invasions";"BIODIVERSIDADE";"B4"
"0167-5427";"Aquatic Mammals";"BIODIVERSIDADE";"B3"
"0166-445X";"Aquatic Toxicology";"BIODIVERSIDADE";"A1"
"1878-5352";"Arabian Journal of Chemistry";"BIODIVERSIDADE";"B3"
"1869-0963";"Archiv fur Molluskenkunde (2004)";"BIODIVERSIDADE";"B3"
"0003-9438";"Archiv fur Tierzucht / Archives of Animal Breeding";"BIODIVERSIDADE";"B2"
"1432-072X";"Archives in Microbiology";"BIODIVERSIDADE";"B1"
"0090-4341";"Archives of Environmental Contamination and Toxicology (Print)";"BIODIVERSIDADE";"B1"
"0932-0067";"Archives of Gynecology and Obstetrics (Print)";"BIODIVERSIDADE";"B2"
"0302-8933";"Archives of Microbiology";"BIODIVERSIDADE";"B2"
"1517-784X";"Archives of Veterinary Science";"BIODIVERSIDADE";"B5"
"0004-0592";"Archivos de Zootecnia";"BIODIVERSIDADE";"B5"
"0873-4704";"Arquipelago Life and Marine Sciences";"BIODIVERSIDADE";"C"
"0102-0935";"Arquivo Brasileiro de Medicina Veterinária e Zootecnia";"BIODIVERSIDADE";"B4"
"1678-4162";"Arquivo Brasileiro de Medicina Veterinária e Zootecnia (Online)";"BIODIVERSIDADE";"B4"
"0374-5686";"Arquivos de Ciências do Mar";"BIODIVERSIDADE";"C"
"0066-7870";"Arquivos de Zoologia";"BIODIVERSIDADE";"C"
"0020-3653";"Arquivos do Instituto Biológico (Impresso)";"BIODIVERSIDADE";"B5"
"1808-1657";"Arquivos do Instituto Biológico (Online)";"BIODIVERSIDADE";"B5"
"1980-959X";"Arquivos do Mudi";"BIODIVERSIDADE";"C"
"2357-9978";"Art Research Journal";"BIODIVERSIDADE";"C"
"1467-8039";"Arthropod Structure & Development";"BIODIVERSIDADE";"A2"
"1872-8855";"Arthropod-Plant Interactions (Print)";"BIODIVERSIDADE";"B1"
"2305-0500";"Asian Pacific Jounal of Reproduction";"BIODIVERSIDADE";"C"
"2221-1691";"Asian Pacific Journal of Tropical Biomedicine";"BIODIVERSIDADE";"B5"
"1446-991X";"Asian Wild Pig News (Print)";"BIODIVERSIDADE";"C"
"1040-0435";"Assistive Technology";"BIODIVERSIDADE";"B2"
"1414-381X";"Associação Brasileira de Recursos Hídricos (A B R H)";"BIODIVERSIDADE";"C"
"1309-1042";"Atmospheric Pollution Research";"BIODIVERSIDADE";"B3"
"1809-0354";"Atos de Pesquisa em Educação (FURB)";"BIODIVERSIDADE";"C"
"0104-2386";"Atualidades Ornitológicas (Impresso)";"BIODIVERSIDADE";"C"
"1981-8874";"Atualidades Ornitológicas (Online)";"BIODIVERSIDADE";"C"
"1442-9993";"Austral Ecology";"BIODIVERSIDADE";"B1"
"1442-9985";"Austral Ecology (Print)";"BIODIVERSIDADE";"B1"
"0815-3191";"Australasian Plant Pathology";"BIODIVERSIDADE";"B2"
"1991-8178";"Australian Journal of Basic and Applied Sciences";"BIODIVERSIDADE";"B3"
"0067-1924";"Australian Journal of Botany (Print)";"BIODIVERSIDADE";"B1"
"1326-6756";"Australian Journal of Entomology (Print)";"BIODIVERSIDADE";"B2"
"1030-1887";"Australian Systematic Botany";"BIODIVERSIDADE";"B2"
"1471-2105";"BMC Bioinformatics";"BIODIVERSIDADE";"B1"
"1472-6882";"BMC Complementary and Alternative Medicine (Online)";"BIODIVERSIDADE";"B1"
"1471-2148";"BMC Evolutionary Biology (Online)";"BIODIVERSIDADE";"B1"
"1471-2156";"BMC Genetics (Online)";"BIODIVERSIDADE";"B2"
"1471-164";"BMC Genomics";"BIODIVERSIDADE";"A2"
"1471-2164";"BMC Genomics";"BIODIVERSIDADE";"A2"
"1471-2334";"BMC Infectious Diseases (Online)";"BIODIVERSIDADE";"B1"
"1472-698X";"BMC International Health and Human Rights (Online)";"BIODIVERSIDADE";"B2"
"1471-2180";"BMC Microbiology (Online)";"BIODIVERSIDADE";"B1"
"1753-6561";"BMC Proceedings";"BIODIVERSIDADE";"B5"
"1756-0500";"BMC Research Notes";"BIODIVERSIDADE";"B5"
"2357-7681";"BPC Paper";"BIODIVERSIDADE";"C"
"1414-2368";"Bahia Agrícola";"BIODIVERSIDADE";"C"
"1742-7835";"Basic & Clinical Pharmacology & Toxicology (Print)";"BIODIVERSIDADE";"B1"
"1439-1791";"Basic and Applied Ecology (Print)";"BIODIVERSIDADE";"B1"
"1045-2249";"Behavioral Ecology";"BIODIVERSIDADE";"A1"
"0340-5443";"Behavioral Ecology and Sociobiology (Print)";"BIODIVERSIDADE";"A1"
"0166-4328";"Behavioural Brain Research";"BIODIVERSIDADE";"B1"
"0376-6357";"Behavioural Processes (Print)";"BIODIVERSIDADE";"A2"
"1809-8460";"BioAssay (Piracicaba)";"BIODIVERSIDADE";"C"
"1386-6141";"BioControl (Dordrecht)";"BIODIVERSIDADE";"A1"
"1939-1234";"BioEnergy Research";"BIODIVERSIDADE";"B2"
"0265-9247";"BioEssays (Cambridge)";"BIODIVERSIDADE";"A2"
"2242-1300";"BioInvasions Records";"BIODIVERSIDADE";"C"
"2314-6133";"BioMed Research International";"BIODIVERSIDADE";"B5"
"2314-6141";"BioMed Research International";"BIODIVERSIDADE";"B5"
"0952-4622";"Bioacoustics (Berkhamsted)";"BIODIVERSIDADE";"B2"
"1024-2422";"Biocatalysis and Biotransformation (Print)";"BIODIVERSIDADE";"B3"
"0305-1978";"Biochemical Systematics and Ecology";"BIODIVERSIDADE";"B1"
"0006-291X";"Biochemical and Biophysical Research Communications (Print)";"BIODIVERSIDADE";"B2"
"0005-2736";"Biochimica et Biophysica Acta. Biomembranes";"BIODIVERSIDADE";"B1"
"0958-3157";"Biocontrol Science and Technology (Print)";"BIODIVERSIDADE";"B1"
"0960-3115";"Biodiversity and Conservation";"BIODIVERSIDADE";"A2"
"1572-9710";"Biodiversity and Conservation (Dordrecht. Online)";"BIODIVERSIDADE";"A2"
